Year,Annee,ISO,Jurisdiction,Juridiction,Cause,Origine,Area,Data_Qualifier,Superficie,Qualificatifs_de_donnees
2016,2016,AB,Alberta,Alberta,Unspecified,Indeterminee,485908.49,a,485908.49,a
2016,2016,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,93320.658,a,93320.658,a
2016,2016,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirige,68.7,a,68.7,a
2016,2016,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,7057.453,a,7057.453,a
2016,2016,MB,Manitoba,Manitoba,Human activity,Activites humaines,6700.62,a,6700.62,a
2016,2016,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirige,750,a,750,a
2016,2016,MB,Manitoba,Manitoba,Lightning,Foudre,31706.9,a,31706.9,a
2016,2016,MB,Manitoba,Manitoba,Unspecified,Indeterminee,0.01,a,0.01,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,199.2,a,199.2,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,21.7,a,21.7,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,43.9,a,43.9,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,0.4,a,0.4,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brûlage dirige,134,a,134,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,10602.9,a,10602.9,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,774.987,a,774.987,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirige,4.5,a,4.5,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,17.551,a,17.551,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,10.186,a,10.186,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,7819.08,a,7819.08,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,247704.78,a,247704.78,a
2016,2016,ON,Ontario,Ontario,Human activity,Activites humaines,6115.9501,a,6115.9501,a
2016,2016,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,3096.3538,a,3096.3538,a
2016,2016,ON,Ontario,Ontario,Lightning,Foudre,76921.7001,a,76921.7001,a
2016,2016,ON,Ontario,Ontario,Unspecified,Indeterminee,76.30109999,a,76.30109999,a
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,33,a,33,a
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,a,0,a
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,0,a,0,a
2016,2016,QC,Quebec,Quebec,Human activity,Activites humaines,334.415,a,334.415,a
2016,2016,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,562.5,a,562.5,a
2016,2016,QC,Quebec,Quebec,Lightning,Foudre,33036.4,a,33036.4,a
2016,2016,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,2773.52,a,2773.52,a
2016,2016,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirige,1025,a,1025,a
2016,2016,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,251990.9,a,251990.9,a
2016,2016,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0,a,0,a
2016,2016,YT,Yukon,Yukon,Human activity,Activites humaines,2.28,a,2.28,a
2016,2016,YT,Yukon,Yukon,Lightning,Foudre,21535.12,a,21535.12,a
2017,2017,AB,Alberta,Alberta,Human activity,Activites humaines,6834.10351,a,6834.10351,a
2017,2017,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,866.6,a,866.6,a
2017,2017,AB,Alberta,Alberta,Lightning,Foudre,116704.42,a,116704.42,a
2017,2017,AB,Alberta,Alberta,Unspecified,Indeterminee,25364.3401,a,25364.3401,a
2017,2017,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,225058.1451,a,225058.1451,a
2017,2017,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirige,45,a,45,a
2017,2017,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1004755.709,a,1004755.709,a
2017,2017,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,1.328,a,1.328,a
2017,2017,MB,Manitoba,Manitoba,Human activity,Activites humaines,1368.053,a,1368.053,a
2017,2017,MB,Manitoba,Manitoba,Lightning,Foudre,223055.6,a,223055.6,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,530.3,a,530.3,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,19.7,a,19.7,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,17.9,a,17.9,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,62.301,a,62.301,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,637.5,a,637.5,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,0.15,a,0.15,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,572.78,a,572.78,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirige,0.3,a,0.3,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,11.14,a,11.14,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,1033065.67,a,1033065.67,a
2017,2017,ON,Ontario,Ontario,Human activity,Activites humaines,87.40000084,a,87.40000084,a
2017,2017,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,445.356,a,445.356,a
2017,2017,ON,Ontario,Ontario,Lightning,Foudre,112233,a,112233,a
2017,2017,ON,Ontario,Ontario,Unspecified,Indeterminee,164.1999996,a,164.1999996,a
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,0,a,0,a
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,a,0,a
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,7,a,7,a
2017,2017,QC,Quebec,Quebec,Human activity,Activites humaines,1692.711,a,1692.711,a
2017,2017,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,52.8,a,52.8,a
2017,2017,QC,Quebec,Quebec,Lightning,Foudre,36699.2,a,36699.2,a
2017,2017,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,451.204,a,451.204,a
2017,2017,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirige,779.5,a,779.5,a
2017,2017,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,398566.7,a,398566.7,a
2017,2017,YT,Yukon,Yukon,Human activity,Activites humaines,18.7,a,18.7,a
2017,2017,YT,Yukon,Yukon,Lightning,Foudre,399261.45,a,399261.45,a
2018,2018,AB,Alberta,Alberta,Human activity,Activites humaines,1891.8231,a,1891.8231,a
2018,2018,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,339,a,339,a
2018,2018,AB,Alberta,Alberta,Lightning,Foudre,69845.44,a,69845.44,a
2018,2018,AB,Alberta,Alberta,Unspecified,Indeterminee,12941.242,a,12941.242,a
2018,2018,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,121607.612,a,121607.612,a
2018,2018,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirige,15,a,15,a
2018,2018,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1236348.797,a,1236348.797,a
2018,2018,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,2963.863,a,2963.863,a
2018,2018,MB,Manitoba,Manitoba,Human activity,Activites humaines,78904.02,a,78904.02,a
2018,2018,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirige,2.5,a,2.5,a
2018,2018,MB,Manitoba,Manitoba,Lightning,Foudre,155520.8,a,155520.8,a
2018,2018,MB,Manitoba,Manitoba,Unspecified,Indeterminee,50,a,50,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,250.1,a,250.1,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,16.5,a,16.5,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,44.3,a,44.3,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,355.2,a,355.2,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,40.3,a,40.3,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,0,a,0,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,195.5200003,a,195.5200003,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirige,1,a,1,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,1.790000031,a,1.790000031,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,0.06,a,0.06,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,169.83,a,169.83,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,22006.91,a,22006.91,a
2018,2018,ON,Ontario,Ontario,Human activity,Activites humaines,15994.2301,a,15994.2301,a
2018,2018,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,7.097,a,7.097,a
2018,2018,ON,Ontario,Ontario,Lightning,Foudre,249675.6,a,249675.6,a
2018,2018,ON,Ontario,Ontario,Unspecified,Indeterminee,20.29999956,a,20.29999956,a
2018,2018,QC,Quebec,Quebec,Human activity,Activites humaines,15772.23,a,15772.23,a
2018,2018,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,55,a,55,a
2018,2018,QC,Quebec,Quebec,Lightning,Foudre,70488.6,a,70488.6,a
2018,2018,QC,Quebec,Quebec,Unspecified,Indeterminee,0.5,a,0.5,a
2018,2018,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,47161.1,a,47161.1,a
2018,2018,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirige,36656.2,a,36656.2,a
2018,2018,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,108915.6,a,108915.6,a
2018,2018,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0.01,a,0.01,a
2018,2018,YT,Yukon,Yukon,Human activity,Activites humaines,6487.33,a,6487.33,a
2018,2018,YT,Yukon,Yukon,Lightning,Foudre,74098.16,a,74098.16,a
2019,2019,AB,Alberta,Alberta,Human activity,Activites humaines,3026.4831,a,3026.4831,a
2019,2019,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,141,a,141,a
2019,2019,AB,Alberta,Alberta,Lightning,Foudre,164061.64,a,164061.64,a
2019,2019,AB,Alberta,Alberta,Unspecified,Indeterminee,836602.13,a,836602.13,a
2019,2019,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,4665.847,a,4665.847,a
2019,2019,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirige,37.5,a,37.5,a
2019,2019,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,15584.92,a,15584.92,a
2019,2019,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,1256.097,a,1256.097,a
2019,2019,MB,Manitoba,Manitoba,Human activity,Activites humaines,7939.99001,a,7939.99001,a
2019,2019,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirige,39.4,a,39.4,a
2019,2019,MB,Manitoba,Manitoba,Lightning,Foudre,63324.4,a,63324.4,a
2019,2019,MB,Manitoba,Manitoba,Unspecified,Indeterminee,33.1,a,33.1,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,183.6,a,183.6,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,14.1,a,14.1,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,30.1,a,30.1,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,106.8,a,106.8,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,209.2,a,209.2,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,133.57,a,133.57,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0.9,a,0.9,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,2.3,a,2.3,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,4.54,a,4.54,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,105162.63,a,105162.63,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,0.2,a,0.2,a
2019,2019,ON,Ontario,Ontario,Human activity,Activites humaines,16273.9001,a,16273.9001,a
2019,2019,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,0.84,a,0.84,a
2019,2019,ON,Ontario,Ontario,Lightning,Foudre,253445.7,a,253445.7,a
2019,2019,ON,Ontario,Ontario,Unspecified,Indeterminee,5.600000007,a,5.600000007,a
2019,2019,QC,Quebec,Quebec,Human activity,Activites humaines,5087.1,a,5087.1,a
2019,2019,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,89.41,a,89.41,a
2019,2019,QC,Quebec,Quebec,Lightning,Foudre,4516.9,a,4516.9,a
2019,2019,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,1531.4,a,1531.4,a
2019,2019,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,46622.3,a,46622.3,a
2019,2019,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0,a,0,a
2019,2019,YT,Yukon,Yukon,Human activity,Activites humaines,1331.3,a,1331.3,a
2019,2019,YT,Yukon,Yukon,Lightning,Foudre,254735.32,a,254735.32,a
2020,2020,AB,Alberta,Alberta,Human activity,Activites humaines,2948.8633,a,2948.8633,a
2020,2020,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,1250,a,1250,a
2020,2020,AB,Alberta,Alberta,Lightning,Foudre,392.91,a,392.91,a
2020,2020,AB,Alberta,Alberta,Unspecified,Indeterminee,206.25,a,206.25,a
2020,2020,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,1011.667,a,1011.667,a
2020,2020,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirige,123.45,a,123.45,a
2020,2020,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,11335.709,a,11335.709,a
2020,2020,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,2200.637,a,2200.637,a
2020,2020,MB,Manitoba,Manitoba,Human activity,Activites humaines,34267.61,a,34267.61,a
2020,2020,MB,Manitoba,Manitoba,Lightning,Foudre,15035.11,a,15035.11,a
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,1223.7,a,1223.7,a
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,51.2,a,51.2,a
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,114.6245,a,114.6245,a
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,147.61,a,147.61,a
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,4185,a,4185,a
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,1,a,1,a
2020,2020,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,677.629758,a,677.629758,a
2020,2020,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,18.364465,a,18.364465,a
2020,2020,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,0.75,a,0.75,a
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,370.55,a,370.55,a
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,20768.48,a,20768.48,a
2020,2020,ON,Ontario,Ontario,Human activity,Activites humaines,985.3001,a,985.3001,a
2020,2020,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,3.57,a,3.57,a
2020,2020,ON,Ontario,Ontario,Lightning,Foudre,14470.6,a,14470.6,a
2020,2020,ON,Ontario,Ontario,Unspecified,Indeterminee,24.4102,a,24.4102,a
2020,2020,QC,Quebec,Quebec,Human activity,Activites humaines,52089.501,a,52089.501,a
2020,2020,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,14.5,a,14.5,a
2020,2020,QC,Quebec,Quebec,Lightning,Foudre,7897.104,a,7897.104,a
2020,2020,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,41398.41,a,41398.41,a
2020,2020,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,779.901,a,779.901,a
2020,2020,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,773.8,a,773.8,a
2020,2020,YT,Yukon,Yukon,Human activity,Activites humaines,11.7,a,11.7,a
2020,2020,YT,Yukon,Yukon,Lightning,Foudre,3452.22,a,3452.22,a
2021,2021,AB,Alberta,Alberta,Human activity,Activites humaines,1511.8077,a,1511.8077,a
2021,2021,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,296.39,a,296.39,a
2021,2021,AB,Alberta,Alberta,Lightning,Foudre,52474.78,a,52474.78,a
2021,2021,AB,Alberta,Alberta,Unspecified,Indeterminee,11858.1401,a,11858.1401,a
2021,2021,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,294381.339,a,294381.339,a
2021,2021,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,570673.305,a,570673.305,a
2021,2021,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,1313.796,a,1313.796,a
2021,2021,MB,Manitoba,Manitoba,Human activity,Activites humaines,243012.3557,a,243012.3557,a
2021,2021,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirige,40,a,40,a
2021,2021,MB,Manitoba,Manitoba,Lightning,Foudre,883671.1962,a,883671.1962,a
2021,2021,MB,Manitoba,Manitoba,Unspecified,Indeterminee,16038.10708,a,16038.10708,a
2021,2021,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,331.9,a,331.9,a
2021,2021,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,29.8,a,29.8,a
2021,2021,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,18.4,a,18.4,a
2021,2021,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,243.702,a,243.702,a
2021,2021,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,98.8,a,98.8,a
2021,2021,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,192.4820006,a,192.4820006,a
2021,2021,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,4.659999904,a,4.659999904,a
2021,2021,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,8.6,a,8.6,a
2021,2021,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,197370.25,a,197370.25,a
2021,2021,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,63.4,a,63.4,a
2021,2021,ON,Ontario,Ontario,Human activity,Activites humaines,5535.9,a,5535.9,a
2021,2021,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,2.25,a,2.25,a
2021,2021,ON,Ontario,Ontario,Lightning,Foudre,779023.7,a,779023.7,a
2021,2021,ON,Ontario,Ontario,Unspecified,Indeterminee,5.9006,a,5.9006,a
2021,2021,PC-TH,Parks Canada-TH,Parcs Canada-TH,Lightning,Foudre,109.3,a,109.3,a
2021,2021,QC,Quebec,Quebec,Human activity,Activites humaines,1113.405,a,1113.405,a
2021,2021,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,220.22,a,220.22,a
2021,2021,QC,Quebec,Quebec,Lightning,Foudre,48370.1,a,48370.1,a
2021,2021,QC,Quebec,Quebec,Unspecified,Indeterminee,4,a,4,a
2021,2021,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,6822.3002,a,6822.3002,a
2021,2021,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirige,128.2,a,128.2,a
2021,2021,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,949453.2,a,949453.2,a
2021,2021,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0.5,a,0.5,a
2021,2021,YT,Yukon,Yukon,Human activity,Activites humaines,23.03,a,23.03,a
2021,2021,YT,Yukon,Yukon,Lightning,Foudre,14252.19,a,14252.19,a
2021,2021,YT,Yukon,Yukon,Unspecified,Indeterminee,200,a,200,a
2022,2022,AB,Alberta,Alberta,Unspecified,Indeterminee,137310,e,137310,e
2022,2022,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,135032,e,135032,e
2022,2022,MB,Manitoba,Manitoba,Unspecified,Indeterminee,165078,e,165078,e
2022,2022,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,176,e,176,e
2022,2022,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,23886,e,23886,e
2022,2022,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,3389,e,3389,e
2022,2022,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,708916,e,708916,e
2022,2022,ON,Ontario,Ontario,Unspecified,Indeterminee,2561,e,2561,e
2022,2022,PC,Parks Canada,Parcs Canada,Unspecified,Indeterminee,32840,e,32840,e
2022,2022,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,0,e,0,e
2022,2022,QC,Quebec,Quebec,Unspecified,Indeterminee,29638,e,29638,e
2022,2022,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,244275,e,244275,e
2022,2022,YT,Yukon,Yukon,Unspecified,Indeterminee,171154,e,171154,e
