Year,Annee,ISO,Jurisdiction,Juridiction,Management,Amenagement,Harvesting-method,Methode-de-recolte,Tenure-En,Tenure-Fr,Area,Superficie
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2006,2006,NU,Nunavut,Nunavut,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2006,2006,NU,Nunavut,Nunavut,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2006,2006,NU,Nunavut,Nunavut,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2006,2006,NU,Nunavut,Nunavut,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2006,2006,NU,Nunavut,Nunavut,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2006,2006,NU,Nunavut,Nunavut,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2006,2006,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,25,25
2006,2006,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,48,48
2006,2006,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2006,2006,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,13,13
2006,2006,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2006,2006,ON,Ontario,Ontario,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,105,105
2006,2006,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,0,0
2006,2006,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2006,2006,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2006,2006,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2006,2006,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2006,2006,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2006,2006,ON,Ontario,Ontario,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2006,2006,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,182504,182504
2006,2006,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,1073,1073
2006,2006,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2006,2006,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,3079,3079
2006,2006,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,11637,11637
2006,2006,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,13390,13390
2006,2006,ON,Ontario,Ontario,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,2102,2102
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,5,5
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,18,18
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,24,24
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,1,1
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,45,45
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2006,2006,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,314,314
2006,2006,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,26,26
2006,2006,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2006,2006,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,100,100
2006,2006,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2006,2006,QC,Quebec,Quebec,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,5,5
2006,2006,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,2362,2362
2006,2006,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,7900,7900
2006,2006,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2006,2006,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,126,126
2006,2006,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,2153,2153
2006,2006,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,569,569
2006,2006,QC,Quebec,Quebec,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2006,2006,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,183393,183393
2006,2006,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,5355,5355
2006,2006,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2006,2006,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,1518,1518
2006,2006,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,9764,9764
2006,2006,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,2473,2473
2006,2006,QC,Quebec,Quebec,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,8,8
2006,2006,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,25,25
2006,2006,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,1500,1500
2006,2006,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,13900,13900
2006,2006,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2006,2006,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2006,2006,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2006,2006,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2006,2006,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2006,2006,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2006,2006,YT,Yukon,Yukon,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2006,2006,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,0,0
2006,2006,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2006,2006,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2006,2006,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2006,2006,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2006,2006,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2006,2006,YT,Yukon,Yukon,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2006,2006,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,185,185
2006,2006,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,0,0
2006,2006,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2006,2006,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2006,2006,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2006,2006,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2006,2006,YT,Yukon,Yukon,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2007,2007,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,70,70
2007,2007,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2007,2007,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2007,2007,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2007,2007,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2007,2007,AB,Alberta,Alberta,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2007,2007,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,0,0
2007,2007,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2007,2007,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2007,2007,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2007,2007,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2007,2007,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2007,2007,AB,Alberta,Alberta,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2007,2007,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,67014,67014
2007,2007,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,170,170
2007,2007,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2007,2007,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2007,2007,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2007,2007,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,580,580
2007,2007,AB,Alberta,Alberta,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,113,113
2007,2007,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,44,44
2007,2007,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,17,17
2007,2007,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,189117,189117
2007,2007,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,409,409
2007,2007,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,8807,8807
2007,2007,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,133,133
2007,2007,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,3604,3604
2007,2007,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,967,967
2007,2007,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2007,2007,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2007,2007,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2007,2007,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2007,2007,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2007,2007,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2007,2007,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2007,2007,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,0,0
2007,2007,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2007,2007,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2007,2007,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2007,2007,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2007,2007,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2007,2007,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2007,2007,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,13648,13648
2007,2007,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,0,0
2007,2007,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2007,2007,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2007,2007,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2007,2007,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2007,2007,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,158,158
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,58,58
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,23685,23685
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,1114,1114
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,4655,4655
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,9003,9003
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,27302,27302
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,564,564
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
